source,co2_level,location,timestamp
"{\""order_id\"": 642"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Large\"," \""quantity\"": 2"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:01:59\""}"
"{\""order_id\"": 489"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:02\""}"
"{\""order_id\"": 668"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Large\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:05\""}"
"{\""order_id\"": 18"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:08\""}"
"{\""order_id\"": 151"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:11\""}"
"{\""order_id\"": 378"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 3"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:14\""}"
"{\""order_id\"": 66"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 2"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:17\""}"
"{\""order_id\"": 506"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:20\""}"
"{\""order_id\"": 705"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:02:23\""}"
"{\""order_id\"": 247"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:26\""}"
"{\""order_id\"": 251"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:29\""}"
"{\""order_id\"": 885"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 1"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 00:02:32\""}"
"{\""order_id\"": 696"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:35\""}"
"{\""order_id\"": 214"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:38\""}"
"{\""order_id\"": 638"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:02:41\""}"
"{\""order_id\"": 29"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 2"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:44\""}"
"{\""order_id\"": 717"," \""pizza_type\"": \""Meat Feast\"," \""pizza_size\"": \""Large\"," \""quantity\"": 3"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 00:02:47\""}"
"{\""order_id\"": 8"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:50\""}"
"{\""order_id\"": 407"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:53\""}"
"{\""order_id\"": 980"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 00:02:56\""}"
"{\""order_id\"": 512"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 11:20:28\""}"
"{\""order_id\"": 311"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:31\""}"
"{\""order_id\"": 47"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 3"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:34\""}"
"{\""order_id\"": 268"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:20:37\""}"
"{\""order_id\"": 275"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 3"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:40\""}"
"{\""order_id\"": 99"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 1"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:20:43\""}"
"{\""order_id\"": 924"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:20:46\""}"
"{\""order_id\"": 591"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 1"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:49\""}"
"{\""order_id\"": 708"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 5"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 11:20:52\""}"
"{\""order_id\"": 427"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""456 Elm St\"," \""timestamp\"": \""2024-04-28 11:20:55\""}"
"{\""order_id\"": 467"," \""pizza_type\"": \""Hawaiian\"," \""pizza_size\"": \""Large\"," \""quantity\"": 5"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:20:58\""}"
"{\""order_id\"": 112"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Medium\"," \""quantity\"": 3"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:21:01\""}"
"{\""order_id\"": 731"," \""pizza_type\"": \""Margherita\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:21:04\""}"
"{\""order_id\"": 338"," \""pizza_type\"": \""Pepperoni\"," \""pizza_size\"": \""Large\"," \""quantity\"": 1"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:21:07\""}"
"{\""order_id\"": 796"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 2"," \""delivery_address\"": \""123 Main St\"," \""timestamp\"": \""2024-04-28 11:21:10\""}"
"{\""order_id\"": 339"," \""pizza_type\"": \""Vegetarian\"," \""pizza_size\"": \""Small\"," \""quantity\"": 4"," \""delivery_address\"": \""789 Oak St\"," \""timestamp\"": \""2024-04-28 11:21:13\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 827"," \""location\"": \""Algeria\"," \""timestamp\"": \""2024-04-28 11:40:35\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 469"," \""location\"": \""North Macedonia\"," \""timestamp\"": \""2024-04-28 11:40:38\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 569"," \""location\"": \""Mongolia\"," \""timestamp\"": \""2024-04-28 11:40:41\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 604"," \""location\"": \""Sierra Leone\"," \""timestamp\"": \""2024-04-28 11:40:44\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 762"," \""location\"": \""Mozambique\"," \""timestamp\"": \""2024-04-28 11:40:47\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 741"," \""location\"": \""Cuba\"," \""timestamp\"": \""2024-04-28 11:40:50\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 686"," \""location\"": \""British Indian Ocean Territory (Chagos Archipelago)\"," \""timestamp\"": \""2024-04-28 11:40:53\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 850"," \""location\"": \""Bermuda\"," \""timestamp\"": \""2024-04-28 11:40:56\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 627"," \""location\"": \""Mauritius\"," \""timestamp\"": \""2024-04-28 11:40:59\""}"
"{\""source\"": \""Agriculture\"," \""co2_level\"": 546"," \""location\"": \""Trinidad and Tobago\"," \""timestamp\"": \""2024-04-28 11:47:34\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 469"," \""location\"": \""Latvia\"," \""timestamp\"": \""2024-04-28 11:47:37\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 439"," \""location\"": \""Sweden\"," \""timestamp\"": \""2024-04-28 11:47:40\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 381"," \""location\"": \""South Africa\"," \""timestamp\"": \""2024-04-28 11:47:43\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 895"," \""location\"": \""Ukraine\"," \""timestamp\"": \""2024-04-28 11:53:10\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 883"," \""location\"": \""Georgia\"," \""timestamp\"": \""2024-04-28 11:53:13\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 370"," \""location\"": \""Brunei Darussalam\"," \""timestamp\"": \""2024-04-28 11:53:16\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 402"," \""location\"": \""Greenland\"," \""timestamp\"": \""2024-04-28 11:53:19\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 343"," \""location\"": \""Mayotte\"," \""timestamp\"": \""2024-04-28 11:53:22\""}"
"{\""source\"": \""Agriculture\"," \""co2_level\"": 942"," \""location\"": \""Timor-Leste\"," \""timestamp\"": \""2024-04-28 11:53:25\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 861"," \""location\"": \""South Georgia and the South Sandwich Islands\"," \""timestamp\"": \""2024-04-28 11:53:28\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 845"," \""location\"": \""United States Minor Outlying Islands\"," \""timestamp\"": \""2024-04-28 11:53:31\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 532"," \""location\"": \""Korea\"," \""timestamp\"": \""2024-04-28 11:53:34\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 981"," \""location\"": \""Venezuela\"," \""timestamp\"": \""2024-04-28 11:53:37\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 554"," \""location\"": \""Senegal\"," \""timestamp\"": \""2024-04-28 11:53:40\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 492"," \""location\"": \""Bhutan\"," \""timestamp\"": \""2024-04-28 11:53:43\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 542"," \""location\"": \""United States of America\"," \""timestamp\"": \""2024-04-28 11:54:21\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 569"," \""location\"": \""Malta\"," \""timestamp\"": \""2024-04-28 11:54:24\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 728"," \""location\"": \""Madagascar\"," \""timestamp\"": \""2024-04-28 11:54:27\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 465"," \""location\"": \""Norfolk Island\"," \""timestamp\"": \""2024-04-28 11:54:30\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 392"," \""location\"": \""Mayotte\"," \""timestamp\"": \""2024-04-28 11:54:33\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 596"," \""location\"": \""Saint Lucia\"," \""timestamp\"": \""2024-04-28 11:54:36\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 895"," \""location\"": \""Saint Lucia\"," \""timestamp\"": \""2024-04-28 11:54:39\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 553"," \""location\"": \""Kuwait\"," \""timestamp\"": \""2024-04-28 11:54:42\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 756"," \""location\"": \""Saint Pierre and Miquelon\"," \""timestamp\"": \""2024-04-28 11:54:45\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 826"," \""location\"": \""Liechtenstein\"," \""timestamp\"": \""2024-04-28 11:54:48\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 408"," \""location\"": \""Cayman Islands\"," \""timestamp\"": \""2024-04-28 11:54:51\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 887"," \""location\"": \""Bahamas\"," \""timestamp\"": \""2024-04-28 11:54:54\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 556"," \""location\"": \""Macao\"," \""timestamp\"": \""2024-04-28 11:54:57\""}"
"{\""source\"": \""Agriculture\"," \""co2_level\"": 922"," \""location\"": \""Tuvalu\"," \""timestamp\"": \""2024-04-28 11:55:00\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 439"," \""location\"": \""Iraq\"," \""timestamp\"": \""2024-04-28 11:55:03\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 612"," \""location\"": \""British Virgin Islands\"," \""timestamp\"": \""2024-04-28 11:55:06\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 433"," \""location\"": \""Fiji\"," \""timestamp\"": \""2024-04-28 11:55:09\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 853"," \""location\"": \""Saudi Arabia\"," \""timestamp\"": \""2024-04-28 11:55:12\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 745"," \""location\"": \""Mexico\"," \""timestamp\"": \""2024-04-28 11:55:15\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 396"," \""location\"": \""Afghanistan\"," \""timestamp\"": \""2024-04-28 11:55:18\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 622"," \""location\"": \""Antarctica (the territory South of 60 deg S)\"," \""timestamp\"": \""2024-04-28 11:56:34\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 691"," \""location\"": \""Mongolia\"," \""timestamp\"": \""2024-04-28 11:56:37\""}"
"{\""source\"": \""Agriculture\"," \""co2_level\"": 813"," \""location\"": \""Congo\"," \""timestamp\"": \""2024-04-28 11:56:40\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 643"," \""location\"": \""North Macedonia\"," \""timestamp\"": \""2024-04-28 11:56:43\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 673"," \""location\"": \""Jamaica\"," \""timestamp\"": \""2024-04-28 11:56:46\""}"
"{\""source\"": \""Agriculture\"," \""co2_level\"": 604"," \""location\"": \""Micronesia\"," \""timestamp\"": \""2024-04-28 12:37:53\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 570"," \""location\"": \""Sierra Leone\"," \""timestamp\"": \""2024-04-28 12:37:56\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 787"," \""location\"": \""Ghana\"," \""timestamp\"": \""2024-04-28 12:37:59\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 661"," \""location\"": \""Cook Islands\"," \""timestamp\"": \""2024-04-28 12:38:02\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 521"," \""location\"": \""San Marino\"," \""timestamp\"": \""2024-04-28 12:38:05\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 967"," \""location\"": \""Micronesia\"," \""timestamp\"": \""2024-04-28 12:38:08\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 406"," \""location\"": \""Cayman Islands\"," \""timestamp\"": \""2024-04-28 12:38:11\""}"
"{\""source\"": \""Agriculture\"," \""co2_level\"": 858"," \""location\"": \""Turkey\"," \""timestamp\"": \""2024-04-28 12:38:14\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 622"," \""location\"": \""Gabon\"," \""timestamp\"": \""2024-04-28 12:38:17\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 971"," \""location\"": \""Christmas Island\"," \""timestamp\"": \""2024-04-28 12:38:20\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 394"," \""location\"": \""United Kingdom\"," \""timestamp\"": \""2024-04-28 14:57:15\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 402"," \""location\"": \""Ireland\"," \""timestamp\"": \""2024-04-28 14:57:18\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 798"," \""location\"": \""South Africa\"," \""timestamp\"": \""2024-04-28 14:57:21\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 637"," \""location\"": \""Russian Federation\"," \""timestamp\"": \""2024-04-28 14:57:24\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 611"," \""location\"": \""China\"," \""timestamp\"": \""2024-04-28 14:57:27\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 320"," \""location\"": \""Jordan\"," \""timestamp\"": \""2024-04-28 14:57:30\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 997"," \""location\"": \""Faroe Islands\"," \""timestamp\"": \""2024-04-28 14:57:33\""}"
"{\""source\"": \""Agriculture\"," \""co2_level\"": 432"," \""location\"": \""Jordan\"," \""timestamp\"": \""2024-04-28 14:57:36\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 472"," \""location\"": \""Mexico\"," \""timestamp\"": \""2024-04-28 14:57:39\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 972"," \""location\"": \""Croatia\"," \""timestamp\"": \""2024-04-28 14:57:42\""}"
"{\""source\"": \""Agriculture\"," \""co2_level\"": 747"," \""location\"": \""Saudi Arabia\"," \""timestamp\"": \""2024-04-28 14:59:46\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 581"," \""location\"": \""New Caledonia\"," \""timestamp\"": \""2024-04-28 14:59:49\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 469"," \""location\"": \""Greece\"," \""timestamp\"": \""2024-04-28 14:59:52\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 425"," \""location\"": \""British Indian Ocean Territory (Chagos Archipelago)\"," \""timestamp\"": \""2024-04-28 14:59:55\""}"
"{\""source\"": \""Construction\"," \""co2_level\"": 909"," \""location\"": \""Guinea\"," \""timestamp\"": \""2024-04-28 14:59:58\""}"
"{\""source\"": \""Agriculture\"," \""co2_level\"": 473"," \""location\"": \""Guadeloupe\"," \""timestamp\"": \""2024-04-28 15:00:01\""}"
"{\""source\"": \""Factory\"," \""co2_level\"": 918"," \""location\"": \""Guinea-Bissau\"," \""timestamp\"": \""2024-04-28 15:00:04\""}"
"{\""source\"": \""Vehicle\"," \""co2_level\"": 616"," \""location\"": \""Cyprus\"," \""timestamp\"": \""2024-04-28 15:00:07\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 979"," \""location\"": \""Burundi\"," \""timestamp\"": \""2024-04-28 15:00:10\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 725"," \""location\"": \""French Southern Territories\"," \""timestamp\"": \""2024-04-28 15:00:13\""}"
"{\""source\"": \""Shipping\"," \""co2_level\"": 930"," \""location\"": \""Benin\"," \""timestamp\"": \""2024-04-28 15:00:16\""}"
"{\""source\"": \""Deforestation\"," \""co2_level\"": 737"," \""location\"": \""Saudi Arabia\"," \""timestamp\"": \""2024-04-28 15:00:19\""}"
"{\""source\"": \""Power Plant\"," \""co2_level\"": 990"," \""location\"": \""Cote d'Ivoire\"," \""timestamp\"": \""2024-04-28 15:00:22\""}"
"{""source"": ""Agriculture"," ""co2_level"": 493"," ""location"": ""Papua New Guinea"," ""timestamp"": ""2024-04-28 15:04:35""}"
"{""source"": ""Factory"," ""co2_level"": 911"," ""location"": ""Nicaragua"," ""timestamp"": ""2024-04-28 15:04:38""}"
"{""source"": ""Factory"," ""co2_level"": 305"," ""location"": ""Australia"," ""timestamp"": ""2024-04-28 15:04:41""}"
"{""source"": ""Shipping"," ""co2_level"": 938"," ""location"": ""New Caledonia"," ""timestamp"": ""2024-04-28 15:04:44""}"
"{""source"": ""Deforestation"," ""co2_level"": 418"," ""location"": ""Liberia"," ""timestamp"": ""2024-04-28 15:04:47""}"
"{""source"": ""Agriculture"," ""co2_level"": 351"," ""location"": ""Jamaica"," ""timestamp"": ""2024-04-28 15:04:50""}"
"{""source"": ""Power Plant"," ""co2_level"": 469"," ""location"": ""Liechtenstein"," ""timestamp"": ""2024-04-28 15:04:53""}"
Deforestation,925,Belize,2024-05-02 17:36:35
Agriculture,782,Cote d'Ivoire,2024-05-02 17:36:38
Vehicle,620,Eritrea,2024-05-02 17:36:41
Power Plant,618,Zimbabwe,2024-05-02 17:36:44
Deforestation,681,Svalbard & Jan Mayen Islands,2024-05-02 17:36:47
Construction,815,Isle of Man,2024-05-02 17:36:50
Construction,897,Niger,2024-05-02 17:36:53
Factory,935,Portugal,2024-05-02 17:36:56
Construction,395,French Southern Territories,2024-05-02 17:36:59
